1-2 1-65,65-2
17-5 17-73,73-1,1-65,65-5
17-5 17-67,67-21,21-77,77-5
17-6 17-73,73-1,1-65,65-6
17-6 17-67,67-22,22-78,78-6
17-7 17-73,73-1,1-65,65-7
17-7 17-67,67-23,23-79,79-7
17-8 17-73,73-1,1-65,65-8
17-8 17-67,67-24,24-80,80-8
17-9 17-73,73-9
17-10 17-73,73-9,9-66,66-10
17-10 17-67,67-18,18-74,74-10
17-11 17-73,73-9,9-66,66-11
17-11 17-67,67-19,19-75,75-11
17-12 17-73,73-9,9-66,66-12
17-12 17-67,67-20,20-76,76-12
17-13 17-73,73-9,9-66,66-13
17-13 17-67,67-21,21-77,77-13
17-14 17-73,73-9,9-66,66-14
17-14 17-67,67-22,22-78,78-14
17-15 17-73,73-9,9-66,66-15
17-15 17-67,67-23,23-79,79-15
17-16 17-73,73-9,9-66,66-16
17-16 17-67,67-24,24-80,80-16
17-18 17-67,67-18
17-19 17-67,67-19
17-20 17-67,67-20
17-21 17-67,67-21
17-22 17-67,67-22
17-23 17-67,67-23
17-24 17-67,67-24
17-25 17-73,73-25
17-26 17-73,73-25,25-68,68-26
17-26 17-67,67-18,18-74,74-26
17-27 17-73,73-25,25-68,68-27
17-27 17-67,67-19,19-75,75-27
17-28 17-73,73-25,25-68,68-28
17-28 17-67,67-20,20-76,76-28
17-29 17-73,73-25,25-68,68-29
17-29 17-67,67-21,21-77,77-29
17-30 17-73,73-25,25-68,68-30
17-30 17-67,67-22,22-78,78-30
17-31 17-73,73-25,25-68,68-31
17-31 17-67,67-23,23-79,79-31
17-32 17-73,73-25,25-68,68-32
17-32 17-67,67-24,24-80,80-32
17-33 17-73,73-33
17-34 17-73,73-33,33-69,69-34
17-34 17-67,67-18,18-74,74-34
17-35 17-73,73-33,33-69,69-35
17-35 17-67,67-19,19-75,75-35
17-36 17-73,73-33,33-69,69-36
17-36 17-67,67-20,20-76,76-36
17-37 17-73,73-33,33-69,69-37
17-37 17-67,67-21,21-77,77-37
17-38 17-73,73-33,33-69,69-38
17-38 17-67,67-22,22-78,78-38
17-39 17-73,73-33,33-69,69-39
17-39 17-67,67-23,23-79,79-39
17-40 17-73,73-33,33-69,69-40
17-40 17-67,67-24,24-80,80-40
17-41 17-73,73-41
17-42 17-73,73-41,41-70,70-42
17-42 17-67,67-18,18-74,74-42
17-43 17-73,73-41,41-70,70-43
17-43 17-67,67-19,19-75,75-43
17-44 17-73,73-41,41-70,70-44
17-44 17-67,67-20,20-76,76-44
17-45 17-73,73-41,41-70,70-45
17-45 17-67,67-21,21-77,77-45
17-46 17-73,73-41,41-70,70-46
17-46 17-67,67-22,22-78,78-46
17-47 17-73,73-41,41-70,70-47
17-47 17-67,67-23,23-79,79-47
17-48 17-73,73-41,41-70,70-48
17-48 17-67,67-24,24-80,80-48
17-49 17-73,73-49
17-50 17-73,73-49,49-71,71-50
17-50 17-67,67-18,18-74,74-50
17-51 17-73,73-49,49-71,71-51
17-51 17-67,67-19,19-75,75-51
17-52 17-73,73-49,49-71,71-52
17-52 17-67,67-20,20-76,76-52
17-53 17-73,73-49,49-71,71-53
17-53 17-67,67-21,21-77,77-53
17-54 17-73,73-49,49-71,71-54
17-54 17-67,67-22,22-78,78-54
17-55 17-73,73-49,49-71,71-55
17-55 17-67,67-23,23-79,79-55
17-56 17-73,73-49,49-71,71-56
17-56 17-67,67-24,24-80,80-56
17-57 17-73,73-57
17-58 17-73,73-57,57-72,72-58
17-58 17-67,67-18,18-74,74-58
17-59 17-73,73-57,57-72,72-59
17-59 17-67,67-19,19-75,75-59
17-60 17-73,73-57,57-72,72-60
17-60 17-67,67-20,20-76,76-60
17-61 17-73,73-57,57-72,72-61
17-61 17-67,67-21,21-77,77-61
17-62 17-73,73-57,57-72,72-62
17-62 17-67,67-22,22-78,78-62
17-63 17-73,73-57,57-72,72-63
17-63 17-67,67-23,23-79,79-63
17-64 17-73,73-57,57-72,72-64
17-64 17-67,67-24,24-80,80-64
18-1 18-74,74-2,2-65,65-1
18-1 18-67,67-17,17-73,73-1
18-2 18-74,74-2
18-3 18-74,74-2,2-65,65-3
18-3 18-67,67-19,19-75,75-3
18-4 18-74,74-2,2-65,65-4
18-4 18-67,67-20,20-76,76-4
18-5 18-74,74-2,2-65,65-5
18-5 18-67,67-21,21-77,77-5
18-6 18-74,74-2,2-65,65-6
18-6 18-67,67-22,22-78,78-6
18-7 18-74,74-2,2-65,65-7
18-7 18-67,67-23,23-79,79-7
18-8 18-74,74-2,2-65,65-8
18-8 18-67,67-24,24-80,80-8
18-9 18-74,74-10,10-66,66-9
18-9 18-67,67-17,17-73,73-9
18-10 18-74,74-10
18-11 18-74,74-10,10-66,66-11
18-11 18-67,67-19,19-75,75-11
18-12 18-74,74-10,10-66,66-12
18-12 18-67,67-20,20-76,76-12
18-13 18-74,74-10,10-66,66-13
18-13 18-67,67-21,21-77,77-13
18-14 18-74,74-10,10-66,66-14
18-14 18-67,67-22,22-78,78-14
18-15 18-74,74-10,10-66,66-15
18-15 18-67,67-23,23-79,79-15
18-16 18-74,74-10,10-66,66-16
18-16 18-67,67-24,24-80,80-16
18-17 18-67,67-17
18-19 18-67,67-19
18-20 18-67,67-20
18-21 18-67,67-21
18-22 18-67,67-22
18-23 18-67,67-23
18-24 18-67,67-24
18-25 18-74,74-26,26-68,68-25
18-25 18-67,67-17,17-73,73-25
18-26 18-74,74-26
18-27 18-74,74-26,26-68,68-27
18-27 18-67,67-19,19-75,75-27
18-28 18-74,74-26,26-68,68-28
18-28 18-67,67-20,20-76,76-28
18-29 18-74,74-26,26-68,68-29
18-29 18-67,67-21,21-77,77-29
18-30 18-74,74-26,26-68,68-30
18-30 18-67,67-22,22-78,78-30
18-31 18-74,74-26,26-68,68-31
18-31 18-67,67-23,23-79,79-31
18-32 18-74,74-26,26-68,68-32
18-32 18-67,67-24,24-80,80-32
18-33 18-74,74-34,34-69,69-33
18-33 18-67,67-17,17-73,73-33
18-34 18-74,74-34
18-35 18-74,74-34,34-69,69-35
18-35 18-67,67-19,19-75,75-35
18-36 18-74,74-34,34-69,69-36
18-36 18-67,67-20,20-76,76-36
18-37 18-74,74-34,34-69,69-37
18-37 18-67,67-21,21-77,77-37
18-38 18-74,74-34,34-69,69-38
18-38 18-67,67-22,22-78,78-38
18-39 18-74,74-34,34-69,69-39
18-39 18-67,67-23,23-79,79-39
18-40 18-74,74-34,34-69,69-40
18-40 18-67,67-24,24-80,80-40
18-41 18-74,74-42,42-70,70-41
18-41 18-67,67-17,17-73,73-41
18-42 18-74,74-42
18-43 18-74,74-42,42-70,70-43
18-43 18-67,67-19,19-75,75-43
18-44 18-74,74-42,42-70,70-44
18-44 18-67,67-20,20-76,76-44
18-45 18-74,74-42,42-70,70-45
18-45 18-67,67-21,21-77,77-45
18-46 18-74,74-42,42-70,70-46
18-46 18-67,67-22,22-78,78-46
18-47 18-74,74-42,42-70,70-47
18-47 18-67,67-23,23-79,79-47
18-48 18-74,74-42,42-70,70-48
18-48 18-67,67-24,24-80,80-48
18-49 18-74,74-50,50-71,71-49
18-49 18-67,67-17,17-73,73-49
18-50 18-74,74-50
18-51 18-74,74-50,50-71,71-51
18-51 18-67,67-19,19-75,75-51
18-52 18-74,74-50,50-71,71-52
18-52 18-67,67-20,20-76,76-52
18-53 18-74,74-50,50-71,71-53
18-53 18-67,67-21,21-77,77-53
18-54 18-74,74-50,50-71,71-54
18-54 18-67,67-22,22-78,78-54
18-55 18-74,74-50,50-71,71-55
18-55 18-67,67-23,23-79,79-55
18-56 18-74,74-50,50-71,71-56
18-56 18-67,67-24,24-80,80-56
18-57 18-74,74-58,58-72,72-57
18-57 18-67,67-17,17-73,73-57
18-58 18-74,74-58
18-59 18-74,74-58,58-72,72-59
18-59 18-67,67-19,19-75,75-59
18-60 18-74,74-58,58-72,72-60
18-60 18-67,67-20,20-76,76-60
18-61 18-74,74-58,58-72,72-61
18-61 18-67,67-21,21-77,77-61
18-62 18-74,74-58,58-72,72-62
18-62 18-67,67-22,22-78,78-62
18-63 18-74,74-58,58-72,72-63
18-63 18-67,67-23,23-79,79-63
18-64 18-74,74-58,58-72,72-64
18-64 18-67,67-24,24-80,80-64
19-1 19-75,75-3,3-65,65-1
19-1 19-67,67-17,17-73,73-1
19-2 19-75,75-3,3-65,65-2
19-2 19-67,67-18,18-74,74-2
19-3 19-75,75-3
19-4 19-75,75-3,3-65,65-4
19-4 19-67,67-20,20-76,76-4
19-5 19-75,75-3,3-65,65-5
19-5 19-67,67-21,21-77,77-5
19-6 19-75,75-3,3-65,65-6
19-6 19-67,67-22,22-78,78-6
19-7 19-75,75-3,3-65,65-7
19-7 19-67,67-23,23-79,79-7
19-8 19-75,75-3,3-65,65-8
19-8 19-67,67-24,24-80,80-8
19-9 19-75,75-11,11-66,66-9
19-9 19-67,67-17,17-73,73-9
19-10 19-75,75-11,11-66,66-10
19-10 19-67,67-18,18-74,74-10
19-11 19-75,75-11
19-12 19-75,75-11,11-66,66-12
19-12 19-67,67-20,20-76,76-12
19-13 19-75,75-11,11-66,66-13
19-13 19-67,67-21,21-77,77-13
19-14 19-75,75-11,11-66,66-14
19-14 19-67,67-22,22-78,78-14
19-15 19-75,75-11,11-66,66-15
19-15 19-67,67-23,23-79,79-15
19-16 19-75,75-11,11-66,66-16
19-16 19-67,67-24,24-80,80-16
19-17 19-67,67-17
19-18 19-67,67-18
19-20 19-67,67-20
19-21 19-67,67-21
19-22 19-67,67-22
19-23 19-67,67-23
19-24 19-67,67-24
19-25 19-75,75-27,27-68,68-25
19-25 19-67,67-17,17-73,73-25
19-26 19-75,75-27,27-68,68-26
19-26 19-67,67-18,18-74,74-26
19-27 19-75,75-27
19-28 19-75,75-27,27-68,68-28
19-28 19-67,67-20,20-76,76-28
19-29 19-75,75-27,27-68,68-29
19-29 19-67,67-21,21-77,77-29
19-30 19-75,75-27,27-68,68-30
19-30 19-67,67-22,22-78,78-30
19-31 19-75,75-27,27-68,68-31
19-31 19-67,67-23,23-79,79-31
19-32 19-75,75-27,27-68,68-32
19-32 19-67,67-24,24-80,80-32
19-33 19-75,75-35,35-69,69-33
19-33 19-67,67-17,17-73,73-33
19-34 19-75,75-35,35-69,69-34
19-34 19-67,67-18,18-74,74-34
19-35 19-75,75-35
19-36 19-75,75-35,35-69,69-36
19-36 19-67,67-20,20-76,76-36
19-37 19-75,75-35,35-69,69-37
19-37 19-67,67-21,21-77,77-37
19-38 19-75,75-35,35-69,69-38
19-38 19-67,67-22,22-78,78-38
19-39 19-75,75-35,35-69,69-39
19-39 19-67,67-23,23-79,79-39
19-40 19-75,75-35,35-69,69-40
19-40 19-67,67-24,24-80,80-40
19-41 19-75,75-43,43-70,70-41
19-41 19-67,67-17,17-73,73-41
19-42 19-75,75-43,43-70,70-42
19-42 19-67,67-18,18-74,74-42
19-43 19-75,75-43
19-44 19-75,75-43,43-70,70-44
19-44 19-67,67-20,20-76,76-44
19-45 19-75,75-43,43-70,70-45
19-45 19-67,67-21,21-77,77-45
19-46 19-75,75-43,43-70,70-46
19-46 19-67,67-22,22-78,78-46
19-47 19-75,75-43,43-70,70-47
19-47 19-67,67-23,23-79,79-47
19-48 19-75,75-43,43-70,70-48
19-48 19-67,67-24,24-80,80-48
19-49 19-75,75-51,51-71,71-49
19-49 19-67,67-17,17-73,73-49
19-50 19-75,75-51,51-71,71-50
19-50 19-67,67-18,18-74,74-50
19-51 19-75,75-51
19-52 19-75,75-51,51-71,71-52
19-52 19-67,67-20,20-76,76-52
19-53 19-75,75-51,51-71,71-53
19-53 19-67,67-21,21-77,77-53
19-54 19-75,75-51,51-71,71-54
19-54 19-67,67-22,22-78,78-54
19-55 19-75,75-51,51-71,71-55
19-55 19-67,67-23,23-79,79-55
19-56 19-75,75-51,51-71,71-56
19-56 19-67,67-24,24-80,80-56
19-57 19-75,75-59,59-72,72-57
19-57 19-67,67-17,17-73,73-57
19-58 19-75,75-59,59-72,72-58
19-58 19-67,67-18,18-74,74-58
19-59 19-75,75-59
19-60 19-75,75-59,59-72,72-60
19-60 19-67,67-20,20-76,76-60
19-61 19-75,75-59,59-72,72-61
19-61 19-67,67-21,21-77,77-61
19-62 19-75,75-59,59-72,72-62
19-62 19-67,67-22,22-78,78-62
19-63 19-75,75-59,59-72,72-63
19-63 19-67,67-23,23-79,79-63
19-64 19-75,75-59,59-72,72-64
19-64 19-67,67-24,24-80,80-64
20-1 20-67,67-17,17-73,73-1
20-1 20-76,76-4,4-65,65-1
20-2 20-67,67-18,18-74,74-2
20-2 20-76,76-4,4-65,65-2
20-3 20-67,67-19,19-75,75-3
20-3 20-76,76-4,4-65,65-3
20-4 20-76,76-4
20-5 20-67,67-21,21-77,77-5
20-5 20-76,76-4,4-65,65-5
20-6 20-67,67-22,22-78,78-6
20-6 20-76,76-4,4-65,65-6
20-7 20-67,67-23,23-79,79-7
20-7 20-76,76-4,4-65,65-7
20-8 20-67,67-24,24-80,80-8
20-8 20-76,76-4,4-65,65-8
20-9 20-67,67-17,17-73,73-9
20-9 20-76,76-12,12-66,66-9
20-10 20-67,67-18,18-74,74-10
20-10 20-76,76-12,12-66,66-10
20-11 20-67,67-19,19-75,75-11
20-11 20-76,76-12,12-66,66-11
20-12 20-76,76-12
20-13 20-67,67-21,21-77,77-13
20-13 20-76,76-12,12-66,66-13
20-14 20-67,67-22,22-78,78-14
20-14 20-76,76-12,12-66,66-14
20-15 20-67,67-23,23-79,79-15
20-15 20-76,76-12,12-66,66-15
20-16 20-67,67-24,24-80,80-16
20-16 20-76,76-12,12-66,66-16
20-17 20-67,67-17
20-18 20-67,67-18
20-19 20-67,67-19
20-21 20-67,67-21
20-22 20-67,67-22
20-23 20-67,67-23
20-24 20-67,67-24
20-25 20-67,67-17,17-73,73-25
20-25 20-76,76-28,28-68,68-25
20-26 20-67,67-18,18-74,74-26
20-26 20-76,76-28,28-68,68-26
20-27 20-67,67-19,19-75,75-27
20-27 20-76,76-28,28-68,68-27
20-28 20-76,76-28
20-29 20-67,67-21,21-77,77-29
20-29 20-76,76-28,28-68,68-29
20-30 20-67,67-22,22-78,78-30
20-30 20-76,76-28,28-68,68-30
20-31 20-67,67-23,23-79,79-31
20-31 20-76,76-28,28-68,68-31
20-32 20-67,67-24,24-80,80-32
20-32 20-76,76-28,28-68,68-32
20-33 20-67,67-17,17-73,73-33
20-33 20-76,76-36,36-69,69-33
20-34 20-67,67-18,18-74,74-34
20-34 20-76,76-36,36-69,69-34
20-35 20-67,67-19,19-75,75-35
20-35 20-76,76-36,36-69,69-35
20-36 20-76,76-36
20-37 20-67,67-21,21-77,77-37
20-37 20-76,76-36,36-69,69-37
20-38 20-67,67-22,22-78,78-38
20-38 20-76,76-36,36-69,69-38
20-39 20-67,67-23,23-79,79-39
20-39 20-76,76-36,36-69,69-39
20-40 20-67,67-24,24-80,80-40
20-40 20-76,76-36,36-69,69-40
20-41 20-67,67-17,17-73,73-41
20-41 20-76,76-44,44-70,70-41
20-42 20-67,67-18,18-74,74-42
20-42 20-76,76-44,44-70,70-42
20-43 20-67,67-19,19-75,75-43
20-43 20-76,76-44,44-70,70-43
20-44 20-76,76-44
20-45 20-67,67-21,21-77,77-45
20-45 20-76,76-44,44-70,70-45
20-46 20-67,67-22,22-78,78-46
20-46 20-76,76-44,44-70,70-46
20-47 20-67,67-23,23-79,79-47
20-47 20-76,76-44,44-70,70-47
20-48 20-67,67-24,24-80,80-48
20-48 20-76,76-44,44-70,70-48
20-49 20-67,67-17,17-73,73-49
20-49 20-76,76-52,52-71,71-49
20-50 20-67,67-18,18-74,74-50
20-50 20-76,76-52,52-71,71-50
20-51 20-67,67-19,19-75,75-51
20-51 20-76,76-52,52-71,71-51
20-52 20-76,76-52
20-53 20-67,67-21,21-77,77-53
20-53 20-76,76-52,52-71,71-53
20-54 20-67,67-22,22-78,78-54
20-54 20-76,76-52,52-71,71-54
20-55 20-67,67-23,23-79,79-55
20-55 20-76,76-52,52-71,71-55
20-56 20-67,67-24,24-80,80-56
20-56 20-76,76-52,52-71,71-56
20-57 20-67,67-17,17-73,73-57
20-57 20-76,76-60,60-72,72-57
20-58 20-67,67-18,18-74,74-58
20-58 20-76,76-60,60-72,72-58
20-59 20-67,67-19,19-75,75-59
20-59 20-76,76-60,60-72,72-59
20-60 20-76,76-60
20-61 20-67,67-21,21-77,77-61
20-61 20-76,76-60,60-72,72-61
20-62 20-67,67-22,22-78,78-62
20-62 20-76,76-60,60-72,72-62
20-63 20-67,67-23,23-79,79-63
20-63 20-76,76-60,60-72,72-63
20-64 20-67,67-24,24-80,80-64
20-64 20-76,76-60,60-72,72-64
21-1 21-67,67-17,17-73,73-1
21-1 21-77,77-5,5-65,65-1
21-2 21-67,67-18,18-74,74-2
21-2 21-77,77-5,5-65,65-2
21-3 21-67,67-19,19-75,75-3
21-3 21-77,77-5,5-65,65-3
21-4 21-67,67-20,20-76,76-4
21-4 21-77,77-5,5-65,65-4
21-5 21-77,77-5
21-6 21-67,67-22,22-78,78-6
21-6 21-77,77-5,5-65,65-6
21-7 21-67,67-23,23-79,79-7
21-7 21-77,77-5,5-65,65-7
21-8 21-67,67-24,24-80,80-8
21-8 21-77,77-5,5-65,65-8
21-9 21-67,67-17,17-73,73-9
21-9 21-77,77-13,13-66,66-9
21-10 21-67,67-18,18-74,74-10
21-10 21-77,77-13,13-66,66-10
21-11 21-67,67-19,19-75,75-11
21-11 21-77,77-13,13-66,66-11
21-12 21-67,67-20,20-76,76-12
21-12 21-77,77-13,13-66,66-12
21-13 21-77,77-13
21-14 21-67,67-22,22-78,78-14
21-14 21-77,77-13,13-66,66-14
21-15 21-67,67-23,23-79,79-15
21-15 21-77,77-13,13-66,66-15
21-16 21-67,67-24,24-80,80-16
21-16 21-77,77-13,13-66,66-16
21-17 21-67,67-17
21-18 21-67,67-18
21-19 21-67,67-19
21-20 21-67,67-20
21-22 21-67,67-22
21-23 21-67,67-23
21-24 21-67,67-24
21-25 21-67,67-17,17-73,73-25
21-25 21-77,77-29,29-68,68-25
21-26 21-67,67-18,18-74,74-26
21-26 21-77,77-29,29-68,68-26
21-27 21-67,67-19,19-75,75-27
21-27 21-77,77-29,29-68,68-27
21-28 21-67,67-20,20-76,76-28
21-28 21-77,77-29,29-68,68-28
21-29 21-77,77-29
21-30 21-67,67-22,22-78,78-30
21-30 21-77,77-29,29-68,68-30
21-31 21-67,67-23,23-79,79-31
21-31 21-77,77-29,29-68,68-31
21-32 21-67,67-24,24-80,80-32
21-32 21-77,77-29,29-68,68-32
21-33 21-67,67-17,17-73,73-33
21-33 21-77,77-37,37-69,69-33
21-34 21-67,67-18,18-74,74-34
21-34 21-77,77-37,37-69,69-34
21-35 21-67,67-19,19-75,75-35
21-35 21-77,77-37,37-69,69-35
21-36 21-67,67-20,20-76,76-36
21-36 21-77,77-37,37-69,69-36
21-37 21-77,77-37
21-38 21-67,67-22,22-78,78-38
21-38 21-77,77-37,37-69,69-38
21-39 21-67,67-23,23-79,79-39
21-39 21-77,77-37,37-69,69-39
21-40 21-67,67-24,24-80,80-40
21-40 21-77,77-37,37-69,69-40
21-41 21-67,67-17,17-73,73-41
21-41 21-77,77-45,45-70,70-41
21-42 21-67,67-18,18-74,74-42
21-42 21-77,77-45,45-70,70-42
21-43 21-67,67-19,19-75,75-43
21-43 21-77,77-45,45-70,70-43
21-44 21-67,67-20,20-76,76-44
21-44 21-77,77-45,45-70,70-44
21-45 21-77,77-45
21-46 21-67,67-22,22-78,78-46
21-46 21-77,77-45,45-70,70-46
21-47 21-67,67-23,23-79,79-47
21-47 21-77,77-45,45-70,70-47
21-48 21-67,67-24,24-80,80-48
21-48 21-77,77-45,45-70,70-48
21-49 21-67,67-17,17-73,73-49
21-49 21-77,77-53,53-71,71-49
21-50 21-67,67-18,18-74,74-50
21-50 21-77,77-53,53-71,71-50
21-51 21-67,67-19,19-75,75-51
21-51 21-77,77-53,53-71,71-51
21-52 21-67,67-20,20-76,76-52
21-52 21-77,77-53,53-71,71-52
21-53 21-77,77-53
21-54 21-67,67-22,22-78,78-54
21-54 21-77,77-53,53-71,71-54
21-55 21-67,67-23,23-79,79-55
21-55 21-77,77-53,53-71,71-55
21-56 21-67,67-24,24-80,80-56
21-56 21-77,77-53,53-71,71-56
21-57 21-67,67-17,17-73,73-57
21-57 21-77,77-61,61-72,72-57
21-58 21-67,67-18,18-74,74-58
21-58 21-77,77-61,61-72,72-58
21-59 21-67,67-19,19-75,75-59
21-59 21-77,77-61,61-72,72-59
21-60 21-67,67-20,20-76,76-60
21-60 21-77,77-61,61-72,72-60
21-61 21-77,77-61
21-62 21-67,67-22,22-78,78-62
21-62 21-77,77-61,61-72,72-62
21-63 21-67,67-23,23-79,79-63
21-63 21-77,77-61,61-72,72-63
21-64 21-67,67-24,24-80,80-64
21-64 21-77,77-61,61-72,72-64
22-1 22-67,67-17,17-73,73-1
22-1 22-78,78-6,6-65,65-1
22-2 22-67,67-18,18-74,74-2
22-2 22-78,78-6,6-65,65-2
22-3 22-67,67-19,19-75,75-3
22-3 22-78,78-6,6-65,65-3
22-4 22-67,67-20,20-76,76-4
22-4 22-78,78-6,6-65,65-4
22-5 22-67,67-21,21-77,77-5
22-5 22-78,78-6,6-65,65-5
22-6 22-78,78-6
22-7 22-67,67-23,23-79,79-7
22-7 22-78,78-6,6-65,65-7
22-8 22-67,67-24,24-80,80-8
22-8 22-78,78-6,6-65,65-8
22-9 22-67,67-17,17-73,73-9
22-9 22-78,78-14,14-66,66-9
22-10 22-67,67-18,18-74,74-10
22-10 22-78,78-14,14-66,66-10
22-11 22-67,67-19,19-75,75-11
22-11 22-78,78-14,14-66,66-11
22-12 22-67,67-20,20-76,76-12
22-12 22-78,78-14,14-66,66-12
22-13 22-67,67-21,21-77,77-13
22-13 22-78,78-14,14-66,66-13
22-14 22-78,78-14
22-15 22-67,67-23,23-79,79-15
22-15 22-78,78-14,14-66,66-15
22-16 22-67,67-24,24-80,80-16
22-16 22-78,78-14,14-66,66-16
22-17 22-67,67-17
22-18 22-67,67-18
22-19 22-67,67-19
22-20 22-67,67-20
22-21 22-67,67-21
22-23 22-67,67-23
22-24 22-67,67-24
22-25 22-67,67-17,17-73,73-25
22-25 22-78,78-30,30-68,68-25
22-26 22-67,67-18,18-74,74-26
22-26 22-78,78-30,30-68,68-26
22-27 22-67,67-19,19-75,75-27
22-27 22-78,78-30,30-68,68-27
22-28 22-67,67-20,20-76,76-28
22-28 22-78,78-30,30-68,68-28
22-29 22-67,67-21,21-77,77-29
22-29 22-78,78-30,30-68,68-29
22-30 22-78,78-30
22-31 22-67,67-23,23-79,79-31
22-31 22-78,78-30,30-68,68-31
22-32 22-67,67-24,24-80,80-32
22-32 22-78,78-30,30-68,68-32
22-33 22-67,67-17,17-73,73-33
22-33 22-78,78-38,38-69,69-33
22-34 22-67,67-18,18-74,74-34
22-34 22-78,78-38,38-69,69-34
22-35 22-67,67-19,19-75,75-35
22-35 22-78,78-38,38-69,69-35
22-36 22-67,67-20,20-76,76-36
22-36 22-78,78-38,38-69,69-36
22-37 22-67,67-21,21-77,77-37
22-37 22-78,78-38,38-69,69-37
22-38 22-78,78-38
22-39 22-67,67-23,23-79,79-39
22-39 22-78,78-38,38-69,69-39
22-40 22-67,67-24,24-80,80-40
22-40 22-78,78-38,38-69,69-40
22-41 22-67,67-17,17-73,73-41
22-41 22-78,78-46,46-70,70-41
22-42 22-67,67-18,18-74,74-42
22-42 22-78,78-46,46-70,70-42
22-43 22-67,67-19,19-75,75-43
22-43 22-78,78-46,46-70,70-43
22-44 22-67,67-20,20-76,76-44
22-44 22-78,78-46,46-70,70-44
22-45 22-67,67-21,21-77,77-45
22-45 22-78,78-46,46-70,70-45
22-46 22-78,78-46
22-47 22-67,67-23,23-79,79-47
22-47 22-78,78-46,46-70,70-47
22-48 22-67,67-24,24-80,80-48
22-48 22-78,78-46,46-70,70-48
22-49 22-67,67-17,17-73,73-49
22-49 22-78,78-54,54-71,71-49
22-50 22-67,67-18,18-74,74-50
22-50 22-78,78-54,54-71,71-50
22-51 22-67,67-19,19-75,75-51
22-51 22-78,78-54,54-71,71-51
22-52 22-67,67-20,20-76,76-52
22-52 22-78,78-54,54-71,71-52
22-53 22-67,67-21,21-77,77-53
22-53 22-78,78-54,54-71,71-53
22-54 22-78,78-54
22-55 22-67,67-23,23-79,79-55
22-55 22-78,78-54,54-71,71-55
22-56 22-67,67-24,24-80,80-56
22-56 22-78,78-54,54-71,71-56
22-57 22-67,67-17,17-73,73-57
22-57 22-78,78-62,62-72,72-57
22-58 22-67,67-18,18-74,74-58
22-58 22-78,78-62,62-72,72-58
22-59 22-67,67-19,19-75,75-59
22-59 22-78,78-62,62-72,72-59
22-60 22-67,67-20,20-76,76-60
22-60 22-78,78-62,62-72,72-60
22-61 22-67,67-21,21-77,77-61
22-61 22-78,78-62,62-72,72-61
22-62 22-78,78-62
22-63 22-67,67-23,23-79,79-63
22-63 22-78,78-62,62-72,72-63
22-64 22-67,67-24,24-80,80-64
22-64 22-78,78-62,62-72,72-64
23-1 23-67,67-17,17-73,73-1
23-1 23-79,79-7,7-65,65-1
23-2 23-67,67-18,18-74,74-2
23-2 23-79,79-7,7-65,65-2
23-3 23-67,67-19,19-75,75-3
23-3 23-79,79-7,7-65,65-3
23-4 23-67,67-20,20-76,76-4
23-4 23-79,79-7,7-65,65-4
23-5 23-67,67-21,21-77,77-5
23-5 23-79,79-7,7-65,65-5
23-6 23-67,67-22,22-78,78-6
23-6 23-79,79-7,7-65,65-6
23-7 23-79,79-7
23-8 23-67,67-24,24-80,80-8
23-8 23-79,79-7,7-65,65-8
23-9 23-67,67-17,17-73,73-9
23-9 23-79,79-15,15-66,66-9
23-10 23-67,67-18,18-74,74-10
23-10 23-79,79-15,15-66,66-10
23-11 23-67,67-19,19-75,75-11
23-11 23-79,79-15,15-66,66-11
23-12 23-67,67-20,20-76,76-12
23-12 23-79,79-15,15-66,66-12
23-13 23-67,67-21,21-77,77-13
23-13 23-79,79-15,15-66,66-13
23-14 23-67,67-22,22-78,78-14
23-14 23-79,79-15,15-66,66-14
23-15 23-79,79-15
23-16 23-67,67-24,24-80,80-16
23-16 23-79,79-15,15-66,66-16
23-17 23-67,67-17
23-18 23-67,67-18
23-19 23-67,67-19
23-20 23-67,67-20
23-21 23-67,67-21
23-22 23-67,67-22
23-24 23-67,67-24
23-25 23-67,67-17,17-73,73-25
23-25 23-79,79-31,31-68,68-25
23-26 23-67,67-18,18-74,74-26
23-26 23-79,79-31,31-68,68-26
23-27 23-67,67-19,19-75,75-27
23-27 23-79,79-31,31-68,68-27
23-28 23-67,67-20,20-76,76-28
23-28 23-79,79-31,31-68,68-28
23-29 23-67,67-21,21-77,77-29
23-29 23-79,79-31,31-68,68-29
23-30 23-67,67-22,22-78,78-30
23-30 23-79,79-31,31-68,68-30
23-31 23-79,79-31
23-32 23-67,67-24,24-80,80-32
23-32 23-79,79-31,31-68,68-32
23-33 23-67,67-17,17-73,73-33
23-33 23-79,79-39,39-69,69-33
23-34 23-67,67-18,18-74,74-34
23-34 23-79,79-39,39-69,69-34
23-35 23-67,67-19,19-75,75-35
23-35 23-79,79-39,39-69,69-35
23-36 23-67,67-20,20-76,76-36
23-36 23-79,79-39,39-69,69-36
23-37 23-67,67-21,21-77,77-37
23-37 23-79,79-39,39-69,69-37
23-38 23-67,67-22,22-78,78-38
23-38 23-79,79-39,39-69,69-38
23-39 23-79,79-39
23-40 23-67,67-24,24-80,80-40
23-40 23-79,79-39,39-69,69-40
23-41 23-67,67-17,17-73,73-41
23-41 23-79,79-47,47-70,70-41
23-42 23-67,67-18,18-74,74-42
23-42 23-79,79-47,47-70,70-42
23-43 23-67,67-19,19-75,75-43
